"dorsal_fin_number","dorsal_fin_percentage","adipos_fin_number","adipos_fin_percentage","caudal_fin_number","caudal_fin_percentage","anal_fin_number","anal_fin_percentage","pelvic_fin_number","pelvic_fin_percentage","pectoral_fin_number","pectoral_fin_percentage","head_number","head_percentage","eye_number","eye_percentage","caudal_fin_ray_number","caudal_fin_ray_percentage","alt_fin_ray_number","alt_fin_ray_percentage","trunk_number","trunk_percentage"
1,1,1,1,1,1,1,1,2,0.512102276808159,4,0.572123176661264,1,1,1,1,0,0,0,0,1,1
1,1,2,0.550317316409791,1,1,1,1,2,0.832143357132857,2,0.99929718875502,1,1,1,1,0,0,0,0,1,1
1,1,0,0,2,0.999479299886725,1,1,2,0.674621666784344,1,1,1,1,1,1,0,0,0,0,1,1
1,1,0,0,1,1,1,1,2,0.869311813494732,2,0.764676886676197,1,1,1,1,0,0,0,0,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0.988145060753256
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
1,1,5,0.801507537688442,1,1,2,0.958333333333333,2,0.512583650439575,1,1,1,1,1,1,0,0,0,0,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
1,1,1,1,2,0.999895895145591,2,0.999120925489644,2,0.969763500500732,1,1,1,1,1,1,0,0,0,0,1,1
1,1,0,0,1,1,1,1,2,0.958622983535673,1,1,1,1,1,1,0,0,0,0,1,1
1,1,2,0.540229885057471,1,1,1,1,2,0.540802129332769,1,1,1,1,1,1,0,0,0,0,1,1
1,1,0,0,2,0.999908941904935,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0.9839369064864
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0.977740239932432
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,3,0.953726825223136
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
1,1,2,0.999083409715857,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0.989420861559925
1,1,1,1,2,0.998567898461193,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
1,1,0,0,1,1,1,1,1,1,2,0.989516864175023,1,1,1,1,0,0,0,0,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0.997995420978355
1,1,1,1,1,1,1,1,2,0.628254220552465,1,1,1,1,1,1,0,0,0,0,1,1
1,1,1,1,1,1,2,0.999554002824649,2,0.779802017009806,1,1,1,1,1,1,0,0,0,0,1,1
1,1,3,0.899038461538462,2,0.999311827956989,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0.977737051792829
1,1,1,1,1,1,1,1,3,0.997811906531253,1,1,1,1,1,1,0,0,0,0,2,0.981020190755198
1,1,0,0,1,1,1,1,1,1,3,0.993685180917262,1,1,1,1,0,0,0,0,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
1,1,1,1,1,1,1,1,2,0.806440944230849,1,1,1,1,1,1,0,0,0,0,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0.983058134675031
1,1,0,0,2,0.999690699141235,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
1,1,2,0.778054862842893,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
1,1,0,0,1,1,2,0.999250149970006,2,0.872409930931492,1,1,1,1,1,1,0,0,0,0,1,1
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
1,1,0,0,1,1,1,1,2,0.999279386206604,1,1,1,1,1,1,0,0,0,0,1,1
1,1,0,0,1,1,1,1,1,1,2,0.882363409859406,1,1,1,1,0,0,0,0,2,0.983465893431773
2,0.999418266433973,0,0,2,0.999454163368904,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0.990375098470923
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
1,1,2,0.692307692307692,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
1,1,0,0,1,1,1,1,2,0.997913841660582,1,1,1,1,1,1,0,0,0,0,1,1
1,1,0,0,2,0.999772263172678,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
1,1,0,0,1,1,1,1,2,0.980810234541578,1,1,1,1,1,1,0,0,0,0,2,0.982857223448441
1,1,0,0,1,1,1,1,1,1,2,0.887840938057609,1,1,1,1,0,0,0,0,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0.9914738184199
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0.967074181458961
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
1,1,0,0,1,1,1,1,1,1,2,0.961323279007541,1,1,1,1,0,0,0,0,1,1
1,1,0,0,2,0.999412707734798,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
1,1,0,0,1,1,1,1,2,0.573875903501361,1,1,1,1,1,1,0,0,0,0,1,1
1,1,1,1,2,0.999509930358525,3,0.998701111271468,2,0.791163635205301,1,1,1,1,1,1,0,0,0,0,2,0.999734434409129
1,1,0,0,1,1,1,1,2,0.875887373374811,1,1,1,1,1,1,0,0,0,0,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0.984769914348081
1,1,2,0.971526195899772,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0.974957806211503
1,1,1,1,1,1,1,1,2,0.894173171174442,1,1,1,1,1,1,0,0,0,0,1,1
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0.985622838325337
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
1,1,2,0.865229110512129,1,1,1,1,1,1,1,1,1,1,2,0.987152632313923,0,0,0,0,2,0.999963826366559
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0.983171201165271
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
1,1,2,0.900473933649289,1,1,1,1,2,0.75360246397536,1,1,1,1,1,1,0,0,0,0,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0.983043727456663
1,1,0,0,1,1,2,0.990094511086878,1,1,1,1,1,1,1,1,0,0,0,0,1,1
1,1,1,1,1,1,2,0.971622701838529,2,0.733820065944418,1,1,1,1,1,1,0,0,0,0,1,1
1,1,2,0.903800874537504,1,1,1,1,2,0.971203949172685,1,1,1,1,1,1,0,0,0,0,1,1
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
1,1,1,1,1,1,1,1,2,0.573988508979871,1,1,1,1,1,1,0,0,0,0,1,1
1,1,0,0,2,0.998287910552061,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
1,1,2,0.90280777537797,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
1,1,1,1,1,1,2,0.550430504305043,2,0.524072341752417,1,1,1,1,1,1,0,0,0,0,1,1
1,1,2,0.994593945218645,1,1,2,0.999150652935556,2,0.983791466327981,1,1,1,1,1,1,0,0,0,0,4,0.9791008164292
1,1,1,1,1,1,2,0.85,2,0.634778012684989,1,1,1,1,1,1,0,0,0,0,2,0.997173621423089
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
1,1,1,1,1,1,1,1,2,0.506956196447976,1,1,1,1,1,1,0,0,0,0,2,0.980035388775749
1,1,2,0.620211898940505,2,0.999929576087169,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
1,1,0,0,1,1,2,0.968172173385874,2,0.533404435693385,1,1,1,1,1,1,0,0,0,0,1,1
1,1,2,0.96,1,1,1,1,2,0.833116749880309,1,1,1,1,1,1,0,0,0,0,1,1
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0.976000317001867
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
1,1,1,1,1,1,1,1,2,0.790900571945584,1,1,1,1,1,1,0,0,0,0,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
1,1,0,0,3,0.991001358285542,1,1,1,1,2,0.987943262411348,1,1,1,1,0,0,0,0,2,0.983966997183925
1,1,0,0,2,0.999814610543098,2,0.998724218583883,2,0.604069827497159,1,1,1,1,1,1,0,0,0,0,1,1
1,1,0,0,1,1,1,1,2,0.996763754045307,1,1,1,1,1,1,0,0,0,0,2,0.983407623944838
1,1,1,1,1,1,3,0.993731003039514,2,0.565697376657372,1,1,1,1,1,1,0,0,0,0,1,1
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0.987188895240155
1,1,2,0.973782771535581,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
1,1,0,0,1,1,6,0.72078501338091,2,0.603798437739317,1,1,1,1,1,1,0,0,0,0,2,0.989722400270695
1,1,2,0.97444089456869,1,1,1,1,1,1,2,0.997617832227327,1,1,1,1,0,0,0,0,1,1
1,1,0,0,1,1,1,1,2,0.914347677205798,1,1,1,1,1,1,0,0,0,0,1,1
1,1,0,0,1,1,1,1,2,0.816578812333815,1,1,1,1,1,1,0,0,0,0,2,0.969774493541414
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
1,1,0,0,1,1,1,1,2,0.515186028853455,0,0,1,1,1,1,0,0,0,0,1,1
1,1,0,0,1,1,1,1,2,0.557956090926753,1,1,1,1,1,1,0,0,0,0,1,1
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0.98325592700028
1,1,3,0.679144385026738,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0.981511058529692
1,1,0,0,2,0.994843489772388,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
1,1,1,1,1,1,1,1,2,0.953099173553719,1,1,1,1,1,1,0,0,0,0,1,1
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0.996678743961353,0,0,0,0,2,0.988199736421065
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0.976324164916998
1,1,0,0,1,1,2,0.999239708917128,2,0.602217526141011,1,1,1,1,1,1,0,0,0,0,1,1
1,1,2,0.993345656192237,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,3,0.972063760850704
1,1,3,0.977142857142857,1,1,1,1,3,0.921335525483749,1,1,1,1,1,1,0,0,0,0,1,1
1,1,1,1,1,1,3,0.997161824129305,1,1,1,1,1,1,1,1,0,0,0,0,1,1
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0.984447936947292
2,0.994707759358705,2,0.875,2,0.999891409397431,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
1,1,0,0,2,0.990995541312526,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0.971948488924469
1,1,0,0,1,1,1,1,2,0.527939581408428,1,1,1,1,1,1,0,0,0,0,1,1
1,1,3,0.448598130841121,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0.987697239364431
1,1,0,0,1,1,2,0.992892613856634,1,1,1,1,1,1,1,1,0,0,0,0,1,1
1,1,1,1,1,1,1,1,2,0.969446456726467,1,1,1,1,1,1,0,0,0,0,2,0.979172713708836
1,1,0,0,1,1,1,1,2,0.64930319510537,1,1,1,1,1,1,0,0,0,0,2,0.991656632387399
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
1,1,2,0.881720928078544,2,0.999566047561187,2,0.997367951463241,1,1,1,1,1,1,1,1,0,0,0,0,2,0.974399779988083
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0.983169079049945
1,1,0,0,1,1,1,1,2,0.640066654323273,1,1,1,1,1,1,0,0,0,0,2,0.974300511383994
1,1,1,1,1,1,2,0.999626757350807,2,0.850220264317181,1,1,1,1,1,1,0,0,0,0,2,0.984424924153085
1,1,2,0.981035740335522,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0.999418836680233
1,1,1,1,2,0.996105745984867,1,1,2,0.905188173737628,1,1,1,1,1,1,0,0,0,0,2,0.962064200425929
1,1,0,0,1,1,1,1,3,0.960047639670853,1,1,1,1,1,1,0,0,0,0,1,1
1,1,2,0.9,1,1,1,1,2,0.536386507640701,1,1,1,1,1,1,0,0,0,0,1,1
1,1,0,0,1,1,2,0.996411483253589,2,0.58266255362221,1,1,1,1,1,1,0,0,0,0,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0.994465714163494
1,1,2,0.855555555555556,3,0.995817117859273,2,0.516129032258065,3,0.730350120813,2,0.997928116165961,1,1,1,1,0,0,0,0,1,1
1,1,1,1,4,0.53251541879435,1,1,1,1,1,1,3,0.989488862236716,1,1,0,0,0,0,1,1
1,1,0,0,1,1,1,1,1,1,2,0.635610766045549,1,1,1,1,0,0,0,0,1,1
1,1,1,1,1,1,1,1,2,0.820908927609125,2,0.993248575186322,1,1,1,1,0,0,0,0,1,1
1,1,0,0,1,1,1,1,2,0.569652687418677,1,1,1,1,1,1,0,0,0,0,2,0.960476614973591
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0.983091184768631
1,1,2,0.636680884063591,1,1,1,1,2,0.559982882411678,1,1,1,1,1,1,0,0,0,0,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0.972816540977382
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
1,1,0,0,2,0.999756159512319,1,1,2,0.993273199816542,1,1,1,1,1,1,0,0,0,0,4,0.977956099446713
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
1,1,0,0,1,1,2,0.999582579657715,2,0.866835163099281,1,1,1,1,1,1,0,0,0,0,2,0.997560497541956
1,1,1,1,2,0.999889657201707,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0.971120262588355
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
2,0.999906492534987,1,1,1,1,2,0.999119214339191,4,0.81915304770318,1,1,1,1,1,1,0,0,0,0,2,0.975801251565692
1,1,3,0.935651271406331,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
1,1,2,0.905646890636169,1,1,1,1,3,0.685879078772234,1,1,1,1,1,1,0,0,0,0,1,1
1,1,2,0.998529411764706,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
1,1,0,0,2,0.999949447077409,1,1,1,1,1,1,1,1,1,1,0,0,0,0,3,0.965439977607501
1,1,0,0,1,1,1,1,2,0.995876713740851,1,1,1,1,1,1,0,0,0,0,2,0.991180207788325
1,1,4,0.75448275862069,2,0.998853928687221,1,1,2,0.834090341901672,1,1,1,1,1,1,0,0,0,0,2,0.992050450538363
1,1,1,1,1,1,2,0.996381909547739,2,0.520842755329601,1,1,1,1,1,1,0,0,0,0,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
1,1,1,1,1,1,1,1,2,0.969218241042345,3,0.793156393946041,1,1,1,1,0,0,0,0,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0.975246782081671
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0.976104888199426
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0.986589615945477
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0.996573206436795
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0.987830445339392
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,3,0.978287789309542
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0.976625866961517
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
1,1,1,1,1,1,2,0.996018820123055,3,0.517297466374726,2,0.998571938593359,1,1,1,1,0,0,0,0,2,0.983101791500614
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0.980218708446387
1,1,0,0,1,1,4,0.346911957950066,2,0.587733000104134,1,1,1,1,1,1,0,0,0,0,1,1
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
1,1,1,1,1,1,0,0,2,0.745565628695309,1,1,1,1,1,1,0,0,0,0,1,1
1,1,0,0,1,1,1,1,1,1,2,0.713906111603189,1,1,1,1,0,0,0,0,2,0.99777291859494
1,1,0,0,1,1,0,0,2,0.606894231515748,1,1,1,1,1,1,0,0,0,0,1,1
1,1,2,0.846179889403002,1,1,1,1,1,1,2,0.993663771078181,1,1,1,1,0,0,0,0,1,1
1,1,1,1,1,1,1,1,1,1,2,0.937112763320942,1,1,1,1,0,0,0,0,1,1
1,1,3,0.845930232558139,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0.999985541088611
1,1,2,0.808398950131234,4,0.923999552872792,1,1,3,0.688629430945619,1,1,1,1,1,1,0,0,0,0,1,1
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0.994856776600679
1,1,0,0,2,0.936856629725349,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0.99170490894658
1,1,3,0.824929407018959,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
1,1,3,0.876344086021505,1,1,1,1,1,1,2,0.958425678257547,1,1,1,1,0,0,0,0,1,1
1,1,2,0.52431289640592,2,0.879952096733693,2,0.999081831745667,2,0.809336823734729,3,0.838922698433251,1,1,1,1,0,0,0,0,1,1
1,1,0,0,1,1,1,1,2,0.906310837118754,1,1,1,1,1,1,0,0,0,0,1,1
1,1,0,0,1,1,1,1,2,0.607522716066775,1,1,1,1,2,0.962539682539683,0,0,0,0,1,1
1,1,0,0,1,1,1,1,2,0.58362327049114,1,1,1,1,1,1,0,0,0,0,1,1
1,1,2,0.991649269311065,1,1,1,1,2,0.760344256868587,1,1,1,1,1,1,0,0,0,0,2,0.955157086185866
1,1,0,0,1,1,2,0.999317114810073,1,1,1,1,1,1,1,1,0,0,0,0,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0.998062910509031
1,1,0,0,1,1,1,1,2,0.995972347460174,1,1,1,1,1,1,0,0,0,0,2,0.987642203353752
1,1,2,0.832402234636871,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
1,1,0,0,1,1,1,1,1,1,2,0.878625429553265,1,1,1,1,0,0,0,0,2,0.975981782767177
1,1,1,1,1,1,8,0.6195626616506,2,0.512579222926426,1,1,1,1,1,1,0,0,0,0,1,1
1,1,3,0.9375,1,1,4,0.896798853320593,1,1,1,1,1,1,1,1,0,0,0,0,1,1
1,1,0,0,1,1,1,1,3,0.7481779247126,1,1,1,1,1,1,0,0,0,0,1,1
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
1,1,0,0,1,1,1,1,2,0.718254183137488,2,0.783155248271527,1,1,1,1,0,0,0,0,2,0.991902791599015
1,1,0,0,1,1,1,1,2,0.656433843191785,1,1,1,1,1,1,0,0,0,0,1,1
